address,activity_days
"JALAN SAUJANA GEMILANG 6,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA GEMILANG 7,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA GEMILANG 8,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA GEMILANG 9,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA IMPIAN 1,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA IMPIAN 2,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA DAMAI 1,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA DAMAI 2,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA GEMILANG 1,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA GEMILANG 2,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA GEMILANG 3,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA GEMILANG 10,TAMAN SAUJANA, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SAUJANA UTAMA 1,TAMAN SAUJANA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN SERI SURIA 1,TAMAN SERI SURIA, KLUANG JOHOR","Monday,Thursday"
"JALAN SERI SURIA 2,TAMAN SERI SURIA, KLUANG JOHOR","Monday,Thursday"
"JALAN SERI SURIA 3,TAMAN SERI SURIA, KLUANG JOHOR","Monday,Thursday"
"JALAN SERI SURIA 4,TAMAN SERI SURIA, KLUANG JOHOR","Monday,Thursday"
"JALAN SERI SURIA 5,TAMAN SERI SURIA, KLUANG JOHOR","Monday,Thursday"
"JALAN SERI SURIA 6,TAMAN SERI SURIA, KLUANG JOHOR","Monday,Thursday"
"JALAN 1/1,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday"
"JALAN 1/1A,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday"
"JALAN 1/10,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday"
"JALAN 1/11,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday"
"JALAN 1/12,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday"
"JALAN 1/13,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN 1/15,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday"
"JALAN 1/16,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday"
"JALAN 1/17,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday"
"JALAN 1/18,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday"
"JALAN 1/19,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday"
"JALAN 1/2,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday"
"JALAN 1/4,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday"
"JALAN 1/5,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday"
"JALAN 1/5A,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday"
"JALAN 1/5B,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday"
"JALAN 1/6,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday"
"JALAN 1/7,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday"
"MASJID AL-IKRAM,JALAN 1/7,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN 1/8,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday"
"JALAN 1/9,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday"
"JALAN 10,TAMAN SRI KLUANG, KLUANG JOHOR","Wednesday,Sunday"
"JALAN 14/1,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN 16,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday"
"SMK TAMAN SRI KLUANG,JALAN 16,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN 16/1,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN 2/11,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN 2/12,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN 2/13,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN 2/15,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN 2/16,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN 2/17,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN 2/18,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN 3,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN 3/1,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/10,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/11,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/12,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/15,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/16,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/17,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/18,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/19,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/2,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/20,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/21,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/22,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/22A,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/23,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/25,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/26,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/27,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/28,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/29,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/3,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/4,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/5,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/6,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/7,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/8,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 3/9,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 4/1,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN 4/2,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN 4/3,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN 5,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 5/1,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 5/10,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 5/11,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 5/12,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 5/2,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 5/3,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 5/4,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 5/5,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 5/6,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 5/7,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 5/8,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 5/9,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 6,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN 8,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN 4,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN 1,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN 1,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN 14/3,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN 14/4,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN 5/5A,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Thursday"
"JALAN 2,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN 2,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN 14/2,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN 2/14,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN 16/2,TAMAN SRI KLUANG, KLUANG JOHOR","Tuesday,Friday"
"JALAN 1A,TAMAN SRI KLUANG, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN 23,TAMAN SRI KLUANG 2, KLUANG JOHOR","Tuesday,Friday"
"JALAN 25,TAMAN SRI KLUANG 2, KLUANG JOHOR","Tuesday,Friday"
"JALAN 27,TAMAN SRI KLUANG 2, KLUANG JOHOR","Tuesday,Friday"
"JALAN 29,TAMAN SRI KLUANG 2, KLUANG JOHOR","Tuesday,Friday"
"JALAN 18A,TAMAN SRI KLUANG 2, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN DATO SYED ZAIN,TAMAN SRI MERNANTI, KLUANG JOHOR","Tuesday,Friday"
"JALAN INTAN,TAMAN SRI MERNANTI, KLUANG JOHOR","Tuesday,Friday"
"JALAN INTAN 1,TAMAN SRI MERNANTI, KLUANG JOHOR","Tuesday,Friday"
"JALAN MUTIARA,TAMAN SRI MERNANTI, KLUANG JOHOR","Tuesday,Friday"
"JALAN NILAM,TAMAN SRI MERNANTI, KLUANG JOHOR","Tuesday,Friday"
"JALAN ZAMRUD,TAMAN SRI MERNANTI, KLUANG JOHOR","Tuesday,Friday"
"JALAN ZAMRUD 1,TAMAN SRI MERNANTI, KLUANG JOHOR","Tuesday,Friday"
"JALAN ZAMRUD 2,TAMAN SRI MERNANTI, KLUANG JOHOR","Tuesday,Friday"
"JALAN ZAMRUD 3,TAMAN SRI MERNANTI, KLUANG JOHOR","Tuesday,Friday"
"JALAN ZAMRUD 4,TAMAN SRI MERNANTI, KLUANG JOHOR","Tuesday,Friday"
"LORONG INTAN,TAMAN SRI MERNANTI, KLUANG JOHOR","Tuesday,Friday"
"JALAN SUSUR HAJI ITHNIN MAAROF,TAMAN SRI MERNANTI, KLUANG JOHOR","Tuesday,Friday"
"JALAN KEDONDONG,TAMAN SRI SURIA, KLUANG JOHOR","Monday,Thursday"
"JALAN KEDONDONG 1,TAMAN SRI SURIA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN KEDONDONG 1,TAMAN SRI SURIA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN KEDONDONG 2,TAMAN SRI SURIA, KLUANG JOHOR","Monday,Thursday"
"JALAN KEDONDONG 3,TAMAN SRI SURIA, KLUANG JOHOR","Monday,Thursday"
"JALAN KEDONDONG 4,TAMAN SRI SURIA, KLUANG JOHOR","Monday,Thursday"
"JALAN KEDONDONG 5,TAMAN SRI SURIA, KLUANG JOHOR","Monday,Thursday"
"JALAN KEDONDONG 6,TAMAN SRI SURIA, KLUANG JOHOR","Monday,Thursday"
"JALAN ABD KADIR ABDULLAH,TAMAN SUNRISE PARK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN ADIL,TAMAN SUNRISE PARK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN DAMAI,TAMAN SUNRISE PARK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN DATO ABD RAHMAN AHMAD,TAMAN SUNRISE PARK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN FAJAR,TAMAN SUNRISE PARK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN HANG TUAH,TAMAN SUNRISE PARK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN HULUBALANG,TAMAN SUNRISE PARK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN KERJASAMA,TAMAN SUNRISE PARK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN LAKSAMANA,TAMAN SUNRISE PARK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN MAKMUR,TAMAN SUNRISE PARK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN OTHMAN WAHID,TAMAN SUNRISE PARK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PAHLAWAN,TAMAN SUNRISE PARK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PANGLIMA,TAMAN SUNRISE PARK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PERWIRA,TAMAN SUNRISE PARK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN PERWIRA,TAMAN SUNRISE PARK, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN RIA,TAMAN SUNRISE PARK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SUKA,TAMAN SUNRISE PARK, KLUANG JOHOR","Wednesday,Sunday"
"LORONG PANGLIMA 1,TAMAN SUNRISE PARK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN HULUBALANG 1,TAMAN SUNRISE PARK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN BIDARA,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN BIDARA 1,TAMAN SURIA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN BIDARA 10,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN BIDARA 11,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN BIDARA 12,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN BIDARA 13,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN BIDARA 14,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN BIDARA 15,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN BIDARA 16,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN BIDARA 2,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN BIDARA 3,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN BIDARA 4,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN BIDARA 5,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN BIDARA 6,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN BIDARA 7,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN BIDARA 8,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN BIDARA 9,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN CERMAI 1,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN CERMAI 1,TAMAN SURIA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN CERMAI 10,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN CERMAI 11,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN CERMAI 12,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN CERMAI 13,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN CERMAI 14,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN CERMAI 15,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN CERMAI 16,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN CERMAI 17,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN CERMAI 18,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN CERMAI 19,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN CERMAI 2,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN CERMAI 3,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN CERMAI 4,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"BALAIRAYA / SURAU,JALAN CERMAI 4,TAMAN SURIA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN CERMAI 5,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN CERMAI 6,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN CERMAI 7,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN CERMAI 8,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN CERMAI 9,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN PALA,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN PALA 1,TAMAN SURIA, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN PALA 2,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN PALA 3,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN PALA 5,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN PALA 6,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN PALA 7,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN PALA 8,TAMAN SURIA, KLUANG JOHOR","Tuesday,Friday"
"JALAN SURIA INDAH 1,TAMAN SURIA INDAH, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN SURIA INDAH 2,TAMAN SURIA INDAH, KLUANG JOHOR","Tuesday,Friday"
"JALAN SURIA INDAH 3,TAMAN SURIA INDAH, KLUANG JOHOR","Tuesday,Friday"
"JALAN SURIAMAS 1,TAMAN SURIAMAS, KLUANG JOHOR","Tuesday,Friday"
"JALAN SURIAMAS 2,TAMAN SURIAMAS, KLUANG JOHOR","Tuesday,Friday"
"JALAN SUTERA INDAH,TAMAN SUTERA INDAH, KLUANG JOHOR","Monday,Thursday"
"JALAN SUTERA INDAH 1,TAMAN SUTERA INDAH, KLUANG JOHOR","Monday,Thursday"
"JALAN SUTERA INDAH 2,TAMAN SUTERA INDAH, KLUANG JOHOR","Monday,Thursday"
"JALAN SUTERA INDAH 3,TAMAN SUTERA INDAH, KLUANG JOHOR","Monday,Thursday"
"JALAN SUTERA INDAH 4,TAMAN SUTERA INDAH, KLUANG JOHOR","Monday,Thursday"
"JALAN SUTERA INDAH 5,TAMAN SUTERA INDAH, KLUANG JOHOR","Monday,Thursday"
"JALAN SUTERA INDAH 6,TAMAN SUTERA INDAH, KLUANG JOHOR","Monday,Thursday"
"JALAN SUTERA INDAH 7,TAMAN SUTERA INDAH, KLUANG JOHOR","Monday,Thursday"
"SYARIKAT AIR JOHOR,JALAN IBRAHIM,TAMAN TASIK, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JABATAN PENGAIRAN DAN SALIRAN,JALAN IBRAHIM,TAMAN TASIK, KLUANG JOHOR","Monday,Tuesday,Wednesday,Thursday,Friday,Sunday"
"JALAN TASIK 3,TAMAN TASIK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN TASIK 4,TAMAN TASIK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN TASIK 5,TAMAN TASIK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN TASIK 6,TAMAN TASIK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN TASIK 7,TAMAN TASIK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN TASIK 8,TAMAN TASIK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN TASIK 9,TAMAN TASIK, KLUANG JOHOR","Wednesday,Sunday"
"JALAN SATRIA 3,TAMAN TITIWANGSA, KLUANG JOHOR","Tuesday,Friday"
"JALAN PERWIRA 1,TAMAN TITIWANGSA, KLUANG JOHOR","Tuesday,Friday"
"JALAN PERWIRA 1/1,TAMAN TITIWANGSA, KLUANG JOHOR","Tuesday,Friday"
"JALAN PERWIRA 1/2,TAMAN TITIWANGSA, KLUANG JOHOR","Tuesday,Friday"
"JALAN PERWIRA 1/3,TAMAN TITIWANGSA, KLUANG JOHOR","Tuesday,Friday"
"JALAN PERWIRA 1/4,TAMAN TITIWANGSA, KLUANG JOHOR","Tuesday,Friday"
"JALAN PERWIRA 1/5,TAMAN TITIWANGSA, KLUANG JOHOR","Tuesday,Friday"
